19,0000000
1342,00000010
144,00000011000
65,00000011001
1662,0000001101
249,0000001110
131,00000011110
50,00000011111
3,000001
17,000010
140,0000110
127,00001110
455,000011110000
347,000011110001
800,000011110010
497,000011110011
67,000011110100
40,000011110101
243,000011110110
138,000011110111
37,0000111110000
58,00001111100010
2021,00001111100011
1523,000011111001
1127,00001111101
1222,000011111100
1192,000011111101
1386,000011111110
1355,000011111111
12,000100
452,00010100
51,00010101
36,00010110000
22,000101100010
97,0001011000110
43,0001011000111
152,00010110010
103,00010110011
1505,000101101
31,00010111
1209,0001100000
676,0001100001
112,0001100010
102,0001100011
2009,0001100100
1936,0001100101
230,000110011
1997,000110100000
1538,000110100001
1858,0001101000100
1856,0001101000101
1971,0001101000110
1935,0001101000111
1146,000110100100
836,000110100101
1358,000110100110
1339,000110100111
975,0001101010000
889,0001101010001
1131,0001101010010
1102,0001101010011
791,0001101010100
768,0001101010101
867,0001101010110
803,0001101010111
1546,0001101011000
1531,0001101011001
1848,0001101011010
1607,0001101011011
1352,0001101011100
1170,0001101011101
1449,0001101011110
1400,0001101011111
64,00011011
167,0001110000000
163,0001110000001
183,0001110000010
173,0001110000011
192,00011100001
543,0001110001000
503,0001110001001
659,0001110001010
654,0001110001011
331,0001110001100
296,0001110001101
483,0001110001110
436,0001110001111
385,000111001000
151,000111001001
729,000111001010
644,000111001011
724,0001110011
143,00011101
79,0001111000
139,000111100100
42,0001111001010
84,00011110010110
41,00011110010111
228,00011110011
216,0001111010
1208,0001111011
1549,00011111
59,001000000000
29,001000000001
245,001000000010
219,001000000011
865,0010000001
1498,001000001000
1471,001000001001
2011,00100000101
885,001000001100
260,001000001101
1341,001000001110
1132,001000001111
71,00100001000
62,00100001001
1446,00100001010
235,00100001011
76,0010000110
652,0010000111
807,00100010
298,00100011000
141,00100011001
129,0010001101
299,001000111
808,00100100
453,00100101
25,0010011000
18,00100110010
66,001001100110
56,001001100111
246,0010011010
499,00100110110
72,00100110111
200,00100111
8,00101
1,00110
32,00111000
1286,00111001000
957,00111001001
307,0011100101000
281,0011100101001
372,0011100101010
319,0011100101011
155,0011100101100
154,0011100101101
191,0011100101110
175,0011100101111
68,001110011
1619,0011101000000
1494,0011101000001
1857,0011101000010
1749,0011101000011
1349,0011101000100
1278,0011101000101
1493,0011101000110
1448,0011101000111
2004,00111010010000
1918,00111010010001
2023,0011101001001
1894,00111010010100
1868,00111010010101
1914,00111010010110
1902,00111010010111
1881,0011101001100
1859,0011101001101
1996,0011101001110
1977,0011101001111
457,0011101010000
444,0011101010001
487,0011101010010
486,0011101010011
379,0011101010100
378,0011101010101
440,0011101010110
406,0011101010111
1103,0011101011000
950,0011101011001
1242,0011101011010
1194,0011101011011
781,0011101011100
692,0011101011101
904,0011101011110
869,0011101011111
637,00111011000000
615,00111011000001
642,00111011000010
640,00111011000011
519,00111011000100
507,00111011000101
554,00111011000110
539,00111011000111
740,00111011001000
725,00111011001001
792,00111011001010
741,00111011001011
667,00111011001100
650,00111011001101
719,00111011001110
690,00111011001111
383,00111011010000
374,00111011010001
423,00111011010010
415,00111011010011
336,00111011010100
291,00111011010101
360,00111011010110
345,00111011010111
463,00111011011000
456,00111011011001
502,00111011011010
491,00111011011011
426,00111011011100
424,00111011011101
434,00111011011110
428,00111011011111
1447,00111011100000
1412,00111011100001
1484,00111011100010
1452,00111011100011
1338,00111011100100
1331,00111011100101
1402,00111011100110
1394,00111011100111
1736,00111011101000
1683,00111011101001
1816,00111011101010
1771,00111011101011
1545,00111011101100
1527,00111011101101
1664,00111011101110
1659,00111011101111
970,00111011110000
930,00111011110001
1027,00111011110010
972,00111011110011
822,00111011110100
794,00111011110101
912,00111011110110
902,00111011110111
1277,00111011111000
1210,00111011111001
1287,00111011111010
1280,00111011111011
1142,00111011111100
1136,00111011111101
1176,00111011111110
1145,00111011111111
485,001111000000
451,001111000001
717,001111000010
550,001111000011
135,001111000100
80,001111000101
363,001111000110
174,001111000111
117,00111100100000
94,00111100100001
177,00111100100010
176,00111100100011
2012,001111001001
276,00111100101000
261,00111100101001
283,00111100101010
280,00111100101011
217,00111100101100
207,00111100101101
242,00111100101110
227,00111100101111
1150,001111001100
911,001111001101
1519,001111001110
1239,001111001111
1351,0011110100
195,00111101010
126,00111101011
239,0011110110
27,00111101110
224,001111011110
30,001111011111
1442,00111110
1359,001111110000
946,001111110001
114,0011111100100
26,00111111001010
88,001111110010110
75,001111110010111
1465,001111110011
557,001111110100
496,001111110101
812,001111110110
678,001111110111
142,001111111
63,01000000
264,01000001
305,010000100000
251,010000100001
461,010000100010
454,010000100011
1970,0100001001
1454,010000101
110,01000011000
233,010000110010
189,010000110011
196,0100001101
188,010000111
1748,010001000000
1360,010001000001
2000,0100010000100
1925,0100010000101
1852,010001000011
469,010001000100
266,010001000101
1345,010001000110
793,010001000111
1105,0100010010000
1076,0100010010001
1151,0100010010010
1140,0100010010011
954,0100010010100
873,0100010010101
1074,0100010010110
959,0100010010111
1536,0100010011000
1491,0100010011001
1897,0100010011010
1735,0100010011011
1233,0100010011100
1191,0100010011101
1458,0100010011110
1307,0100010011111
2024,01000101
268,0100011000000
234,0100011000001
303,0100011000010
275,0100011000011
156,0100011000100
116,0100011000101
218,0100011000110
190,0100011000111
787,0100011001000
764,0100011001001
824,0100011001010
811,0100011001011
530,0100011001100
354,0100011001101
648,0100011001110
565,0100011001111
256,01000110100
1499,01000110101
1075,0100011011
861,0100011100
49,0100011101
48,010001111
1845,010010000
232,010010001
34,010010010
871,010010011000
731,010010011001
1347,010010011010
1329,010010011011
108,010010011100
100,010010011101
274,010010011110
252,010010011111
1343,0100101
39,01001100000
33,01001100001
271,01001100010
244,01001100011
5,0100110010
691,01001100110
677,01001100111
9,010011010
267,010011011
6,01001110
203,01001111
16,0101000
482,0101001000
351,01010010010
118,010100100110
113,010100100111
23,010100101
825,0101001100000
810,0101001100001
1114,0101001100010
1095,0101001100011
541,0101001100100
465,0101001100101
799,0101001100110
796,0101001100111
1459,0101001101000
1444,0101001101001
1613,0101001101010
1562,0101001101011
1350,0101001101100
1335,0101001101101
1374,0101001101110
1357,0101001101111
293,01010011100
47,01010011101
169,0101001111000
147,0101001111001
413,0101001111010
241,0101001111011
1984,01010011111
697,010101000000000
674,010101000000001
712,010101000000010
705,010101000000011
660,010101000000100
647,010101000000101
670,010101000000110
666,010101000000111
823,010101000001000
795,010101000001001
833,010101000001010
830,010101000001011
736,010101000001100
715,010101000001101
771,010101000001110
748,010101000001111
531,010101000010000
521,010101000010001
555,010101000010010
536,010101000010011
498,010101000010100
494,010101000010101
513,010101000010110
505,010101000010111
624,010101000011000
619,010101000011001
632,010101000011010
631,010101000011011
561,010101000011100
556,010101000011101
614,010101000011110
597,010101000011111
1115,010101000100000
1098,010101000100001
1147,010101000100010
1134,010101000100011
1077,010101000100100
1042,010101000100101
1094,010101000100110
1090,010101000100111
1246,010101000101000
1207,010101000101001
1252,010101000101010
1247,010101000101011
1195,010101000101100
1152,010101000101101
1205,010101000101110
1202,010101000101111
932,010101000110000
917,010101000110001
987,010101000110010
947,010101000110011
866,010101000110100
840,010101000110101
899,010101000110110
878,010101000110111
1030,010101000111000
1023,010101000111001
1041,010101000111010
1038,010101000111011
994,010101000111100
991,010101000111101
1002,010101000111110
996,010101000111111
2025,0101010010000
2003,0101010010001
149,010101001001000
125,010101001001001
160,010101001001010
150,010101001001011
90,010101001001100
89,010101001001101
122,010101001001110
92,010101001001111
1937,0101010010100
1924,0101010010101
1976,0101010010110
1946,0101010010111
403,010101001100000
398,010101001100001
414,010101001100010
404,010101001100011
353,010101001100100
352,010101001100101
392,010101001100110
382,010101001100111
460,010101001101000
459,010101001101001
492,010101001101010
472,010101001101011
430,010101001101100
416,010101001101101
435,010101001101110
431,010101001101111
286,010101001110000
236,010101001110001
297,010101001110010
290,010101001110011
193,010101001110100
166,010101001110101
226,010101001110110
208,010101001110111
326,010101001111000
324,010101001111001
349,010101001111010
333,010101001111011
317,010101001111100
309,010101001111101
323,010101001111110
320,010101001111111
2034,010101010000000
2030,010101010000001
45,0101010100000100
107,01010101000001010
86,01010101000001011
2037,010101010000011
1988,010101010000100
1985,010101010000101
2006,010101010000110
1994,010101010000111
1948,01010101000100
1943,01010101000101
2019,01010101000110
1949,01010101000111
1851,010101010010000
1843,010101010010001
1882,010101010010010
1872,010101010010011
