0.421051025,0.009490967,0.010391235,0.005950928,0.011108398,0.026153564,0.004226685,0.012557983,0.010040283,0.004318237,0.02507019,0.01322937,0.005325317,0.013870239,0.013290405,0.413925171,1
0.653396606,0.008560181,0.008209229,0.016265869,0.008621216,0.008499146,0.000717163,0.004196167,0.009841919,0.000518799,0.008605957,0.003952026,0.015029907,0.004928589,0.005889893,0.242767334,1
0.621795654,0.007415771,0.007675171,0.011657715,0.007400513,0.010787964,0.000610352,0.006225586,0.007003784,0.000534058,0.009735107,0.005508423,0.013381958,0.005935669,0.005233765,0.279098511,
0.526046753,0.010848999,0.0103302,0.021377563,0.011550903,0.014068604,0.000488281,0.010818481,0.011108398,0.00050354,0.015426636,0.010910034,0.021286011,0.010101318,0.010223389,0.314910889,
0.461105347,0.00553894,0.006103516,0.006515503,0.006439209,0.013137817,0.00038147,0.006759644,0.006393433,0.000244141,0.013092041,0.007232666,0.006622314,0.006622314,0.006774902,0.447036743,
0.219985962,0.010879517,0.009384155,0.019363403,0.0103302,0.012649536,0.000488281,0.01159668,0.00994873,0.000900269,0.013458252,0.010467529,0.020843506,0.010818481,0.011657715,0.627227783,
0.26776123,0.009750366,0.011962891,0.016540527,0.011428833,0.013534546,0.002304077,0.009918213,0.011672974,0.002304077,0.013397217,0.011154175,0.015228271,0.011459351,0.01008606,0.581497192,
0.602661133,0.00402832,0.004257202,0.005157471,0.004135132,0.004547119,0.000213623,0.004119873,0.003875732,0.000274658,0.005355835,0.004241943,0.003997803,0.004043579,0.003875732,0.345214844,
0.726959229,0.007766724,0.008270264,0.009735107,0.008422852,0.011108398,0.000671387,0.006362915,0.007583618,0.001266479,0.010543823,0.008651733,0.009735107,0.007751465,0.006530762,0.168640137,
0.20098877,0.004348755,0.004135132,0.007858276,0.004333496,0.010421753,0.000106812,0.00390625,0.004653931,6.10E-05,0.00604248,0.004302979,0.010482788,0.004394531,0.004577637,0.729385376,
0.237197876,0.008758545,0.010574341,0.014190674,0.010238647,0.014877319,0.002624512,0.007125854,0.009078979,0.002227783,0.015518188,0.009002686,0.014083862,0.009170532,0.007156372,0.628173828,
0.469039917,0.007339478,0.007064819,0.007385254,0.007339478,0.012054443,0.000717163,0.007278442,0.007400513,0.000778198,0.011154175,0.007400513,0.007919312,0.006622314,0.006759644,0.433746338,
0.240005493,0.009231567,0.009048462,0.013336182,0.009078979,0.015151978,0.000640869,0.008880615,0.009277344,0.000732422,0.01512146,0.0078125,0.016601563,0.008987427,0.008728027,0.627365112,
0.329193115,0.026397705,0.031311035,0.030532837,0.031845093,0.035140991,0.004257202,0.023925781,0.028259277,0.003509521,0.034317017,0.025588989,0.030029297,0.027053833,0.022842407,0.315795898,
0.511611938,0.020645142,0.023544312,0.026428223,0.024551392,0.022842407,0.002990723,0.019332886,0.020339966,0.002410889,0.023529053,0.018569946,0.027648926,0.018508911,0.019546509,0.217498779,
0.546188354,0.009979248,0.011138916,0.008132935,0.011291504,0.006103516,0.004592896,0.010681152,0.010848999,0.004425049,0.006744385,0.010940552,0.008865356,0.010391235,0.010437012,0.329238892,
0.5677948,0.011581421,0.010177612,0.016891479,0.010574341,0.015930176,0.001281738,0.011276245,0.012786865,0.001052856,0.015792847,0.011901855,0.015518188,0.011932373,0.013076782,0.27243042,
0.731689453,0.013061523,0.012664795,0.010696411,0.013275146,0.015945435,0.002410889,0.010391235,0.014266968,0.001800537,0.015472412,0.006835938,0.010650635,0.006027222,0.00970459,0.125106812,
0.597869873,0.011367798,0.011825562,0.017532349,0.011306763,0.01171875,0.001251221,0.007995605,0.011901855,0.001754761,0.012542725,0.008895874,0.018081665,0.009414673,0.008102417,0.25843811,
0.48979187,0.011962891,0.014480591,0.011184692,0.014663696,0.014404297,0.000869751,0.008361816,0.012756348,0.000915527,0.013122559,0.008300781,0.011199951,0.008300781,0.007385254,0.372299194,
