0.326530612,0,0,0.005102041,0,0,0,0.005102041,0.010204082,0.005102041,0.045918367,0,0,0.005102041,0.020408163,0.576530612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.714285714,0.010204082,0.010204082,0.005102041,0.015306122,0.045918367,0.005102041,0.005102041,0,0.005102041,0.025510204,0.015306122,0,0.005102041,0.005102041,0.132653061
0.010204082,0,0,0,0.010204082,0.020408163,0,0.010204082,0.005102041,0,0.015306122,0,0.015306122,0.005102041,0,0.908163265
0,0,0,0,0,0,0,0,0,0,0,0.005102041,0,0,0.010204082,0.984693878
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.994897959,0,0,0,0,0,0,0,0,0,0.005102041,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.005102041,0,0.005102041,0.076530612,0,0,0.005102041,0,0,0,0,0,0,0.908163265
0.153061224,0.015306122,0.020408163,0.010204082,0.015306122,0.025510204,0,0.010204082,0.015306122,0,0.035714286,0.020408163,0.035714286,0,0.030612245,0.612244898
0.153061224,0.010204082,0.015306122,0.015306122,0.015306122,0,0,0.010204082,0,0,0.005102041,0.010204082,0.015306122,0.010204082,0,0.739795918
0.204081633,0.015306122,0.010204082,0.025510204,0.025510204,0.076530612,0,0.005102041,0.020408163,0,0.035714286,0.035714286,0.030612245,0.025510204,0.015306122,0.474489796
0,0,0,0,0,0,0,0,0,0,0.005102041,0,0,0.005102041,0,0.989795918
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.005102041,0.010204082,0.015306122,0.025510204,0,0.020408163,0.005102041,0,0.015306122,0.010204082,0.015306122,0.015306122,0.015306122,0.846938776
0.025510204,0.015306122,0.015306122,0.020408163,0.015306122,0.056122449,0.005102041,0.010204082,0.005102041,0,0.025510204,0.025510204,0.005102041,0.030612245,0.035714286,0.709183673
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.81122449,0.010204082,0.005102041,0.010204082,0.015306122,0.010204082,0,0.010204082,0.005102041,0,0.005102041,0.005102041,0.015306122,0.010204082,0.010204082,0.076530612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.117346939,0.005102041,0.025510204,0.040816327,0.020408163,0.025510204,0,0.015306122,0.010204082,0,0.005102041,0.015306122,0,0.010204082,0.025510204,0.683673469
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.801020408,0.005102041,0.015306122,0.025510204,0,0.005102041,0,0,0.015306122,0,0.015306122,0.005102041,0.005102041,0,0.005102041,0.102040816
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.153061224,0.06122449,0.005102041,0.015306122,0.020408163,0.015306122,0,0.035714286,0.025510204,0.015306122,0.025510204,0.035714286,0.030612245,0.035714286,0.015306122,0.510204082
0.943877551,0,0.010204082,0,0,0,0,0,0,0.005102041,0.015306122,0,0,0,0,0.025510204
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.744897959,0.010204082,0.010204082,0.035714286,0.015306122,0.015306122,0,0.025510204,0.005102041,0,0.010204082,0.010204082,0.030612245,0.020408163,0,0.066326531
0.515306122,0.040816327,0.015306122,0.06122449,0.06122449,0.045918367,0.005102041,0.020408163,0.040816327,0,0.015306122,0.020408163,0.025510204,0.025510204,0.025510204,0.081632653
0.030612245,0,0,0,0,0.015306122,0,0.005102041,0,0,0,0,0,0.015306122,0,0.933673469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.857142857,0.015306122,0.025510204,0.020408163,0.005102041,0.025510204,0,0.005102041,0.005102041,0,0.005102041,0.005102041,0.005102041,0,0.005102041,0.020408163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.071428571,0,0.015306122,0,0,0,0,0,0,0,0.015306122,0.010204082,0,0,0,0.887755102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.096938776,0,0.005102041,0.015306122,0.005102041,0,0,0.005102041,0.010204082,0,0,0,0.025510204,0,0.010204082,0.826530612
0.698979592,0,0.010204082,0.015306122,0.010204082,0.005102041,0,0,0.010204082,0,0.025510204,0.030612245,0.025510204,0.020408163,0.005102041,0.142857143
